Tempo (ms),Lead I (uV),Lead II (uV),Lead III (uV),aVR (uV),aVL (uV),aVF (uV),V1 (uV),V2 (uV),V3 (uV),V4 (uV),V5 (uV),V6 (uV)
2805,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2806,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2807,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2808,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2809,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2811,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2812,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2813,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2814,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2815,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2816,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2817,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2818,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2819,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2820,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2821,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2822,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2823,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2824,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2825,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2826,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2827,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2828,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2829,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2830,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2831,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2832,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2833,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2834,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2835,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2836,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2837,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2838,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2839,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2840,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2841,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2842,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2843,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2844,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2845,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2846,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2847,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2848,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2849,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2850,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2851,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2853,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2854,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2855,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2856,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2857,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2858,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2859,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2860,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2861,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2862,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2863,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2864,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2865,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2866,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2867,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2868,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2869,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2870,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2871,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2872,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2873,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2874,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2875,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2876,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2877,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2878,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2879,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2880,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2881,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2882,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2883,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2884,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2885,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2886,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2887,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2889,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2890,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2891,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2892,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2893,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2894,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2895,45.34,-37.26,-82.60,-4.04,63.95,-59.91,58.47,99.82,177.42,139.10,92.75,15.10
2896,43.32,-30.24,-73.56,-6.54,58.42,-51.88,57.46,96.79,178.43,142.13,94.77,18.13
2897,45.34,-26.20,-71.54,-9.57,58.42,-48.85,59.48,101.79,181.46,144.15,95.78,19.14
2898,50.39,-25.19,-75.58,-12.60,62.99,-50.39,65.53,104.82,181.46,146.17,98.81,20.15
2899,45.34,-21.16,-66.50,-12.07,55.92,-43.80,67.51,106.84,184.49,149.20,102.80,26.20
2900,39.28,-25.19,-64.48,-7.02,51.88,-44.81,72.55,107.85,186.51,151.22,102.80,27.21
2901,41.30,-26.20,-67.51,-7.55,54.38,-46.83,58.47,97.80,178.43,144.15,96.79,18.13
2902,51.40,-24.18,-75.58,-13.61,63.47,-49.86,54.43,96.79,175.40,139.10,93.76,20.15
2903,58.47,-18.13,-76.59,-20.15,67.51,-47.36,70.53,106.84,178.43,143.14,96.79,22.17
2904,37.26,-31.25,-68.52,-2.98,52.89,-49.86,65.53,105.83,177.42,144.15,95.78,18.13
2905,24.18,-39.28,-63.47,7.55,43.80,-51.35,65.53,103.81,174.39,141.12,91.74,14.09
2906,32.26,-29.23,-61.50,-1.49,46.88,-45.34,61.50,100.83,170.35,139.10,88.71,11.06
2907,28.22,-34.23,-62.46,2.98,45.34,-48.32,61.50,97.80,170.35,139.10,88.71,15.10
2908,36.25,-25.19,-61.45,-5.53,48.85,-43.32,64.52,99.82,174.39,141.12,93.76,17.12
2909,40.29,-22.17,-62.46,-9.04,51.35,-42.31,58.47,100.83,177.42,143.14,96.79,19.14
2910,36.25,-23.18,-59.43,-6.54,47.84,-41.30,62.51,98.81,176.41,144.15,95.78,20.15
2911,39.28,-31.25,-70.53,-3.99,54.91,-50.87,64.52,99.82,170.35,141.12,90.73,13.08
2912,39.28,-40.29,-79.57,0.48,59.43,-59.91,62.51,101.79,170.35,140.11,90.73,12.07
2913,48.37,-28.22,-76.59,-10.05,62.46,-52.41,63.52,102.80,174.39,143.14,94.77,15.10
2914,55.44,-23.18,-78.61,-16.11,67.03,-50.87,64.52,106.84,175.40,144.15,95.78,16.11
2915,62.51,-15.10,-77.60,-23.70,70.05,-46.35,66.54,106.84,179.44,148.19,97.80,24.18
2916,58.47,-18.13,-76.59,-20.15,67.51,-47.36,66.54,106.84,181.46,149.20,97.80,21.16
2917,38.27,-32.26,-70.53,-2.98,54.38,-51.40,61.50,101.79,170.35,140.11,88.71,5.00
2918,33.27,-42.31,-75.58,4.52,54.43,-58.95,61.50,98.81,168.33,139.10,88.71,9.04
2919,41.30,-39.28,-80.58,-1.01,60.92,-59.91,62.51,102.80,172.37,141.12,92.75,21.16
2920,45.34,-31.25,-76.59,-7.02,60.97,-53.90,61.50,104.82,173.38,143.14,93.76,20.15
2921,49.38,-25.19,-74.57,-12.07,61.98,-49.86,61.50,106.84,174.39,145.16,93.76,18.13
2922,42.31,-31.25,-73.56,-5.53,57.94,-52.41,60.49,104.82,171.36,141.12,88.71,8.03
2923,43.32,-30.24,-73.56,-6.54,58.42,-51.88,60.49,105.83,171.36,142.13,89.72,14.09
2924,59.48,-17.12,-76.59,-21.16,68.03,-46.83,63.52,107.85,174.39,143.14,92.75,18.13
2925,44.33,-30.24,-74.57,-7.02,59.43,-52.41,59.48,102.80,170.35,138.09,89.72,16.11
2926,37.26,-35.24,-72.51,-1.01,54.86,-53.85,54.43,96.79,166.36,139.10,91.74,25.19
2927,38.27,-32.26,-70.53,-2.98,54.38,-51.40,56.45,99.82,168.33,137.08,88.71,13.08
2928,42.31,-21.16,-63.47,-10.58,52.89,-42.31,60.49,103.81,172.37,141.12,93.76,17.12
2929,45.34,-25.19,-70.53,-10.05,57.94,-47.84,57.46,97.80,170.35,138.09,92.75,18.13
2930,31.25,-41.30,-72.55,5.00,51.88,-56.93,57.46,100.83,167.37,133.09,85.68,10.05
2931,37.26,-32.26,-69.53,-2.50,53.37,-50.87,58.47,106.84,172.37,139.10,94.77,23.18
2932,33.27,-46.35,-79.62,6.54,56.45,-62.99,53.42,98.81,167.37,131.07,85.68,9.04
2933,33.27,-45.34,-78.61,6.01,55.92,-61.98,54.43,98.81,166.36,132.08,83.66,10.05
2934,47.36,-22.17,-69.53,-12.60,58.42,-45.82,57.46,103.81,174.39,142.13,96.79,27.21
2935,45.34,-25.19,-70.53,-10.05,57.94,-47.84,60.49,102.80,173.38,139.10,93.76,17.12
2936,38.27,-34.23,-72.51,-2.02,55.39,-53.37,62.51,103.81,170.35,135.06,87.70,5.00
2937,35.24,-32.26,-67.51,-1.49,51.35,-49.86,63.52,105.83,170.35,135.06,88.71,9.04
2938,35.24,-39.28,-74.53,2.02,54.86,-56.88,60.49,104.82,170.35,136.07,88.71,13.08
2939,32.26,-41.30,-73.56,4.52,52.89,-57.41,61.50,103.81,169.34,135.06,86.69,12.07
2940,27.21,-39.28,-66.50,6.01,46.83,-52.89,62.51,103.81,168.33,135.06,87.70,17.12
2941,31.25,-37.26,-68.52,2.98,49.86,-52.89,59.48,103.81,166.36,134.10,87.70,14.09
2942,41.30,-26.20,-67.51,-7.55,54.38,-46.83,62.51,105.83,168.33,138.09,90.73,15.10
2943,44.33,-21.16,-65.49,-11.59,54.91,-43.32,61.50,105.83,170.35,136.07,89.72,17.12
2944,42.31,-23.18,-65.49,-9.57,53.90,-44.33,62.51,105.83,170.35,135.06,88.71,13.08
2945,40.29,-28.22,-68.52,-6.01,54.38,-48.37,64.52,107.85,173.38,137.08,89.72,10.05
2946,36.25,-27.21,-63.47,-4.52,49.86,-45.34,64.52,107.85,173.38,139.10,93.76,14.09
2947,36.25,-25.19,-61.45,-5.53,48.85,-43.32,69.53,109.87,174.39,141.12,95.78,14.09
2948,45.34,-20.15,-65.49,-12.60,55.39,-42.79,69.53,107.85,174.39,138.09,90.73,9.04
2949,48.37,-11.06,-59.43,-18.66,53.90,-35.24,60.49,104.82,173.38,143.14,93.76,18.13
2950,50.39,0.96,-49.43,-25.68,49.91,-24.23,59.48,104.82,181.46,150.21,102.80,27.21
2951,49.38,5.00,-44.38,-27.17,46.88,-19.67,59.48,102.80,188.53,155.25,106.84,24.18
2952,50.39,2.98,-47.41,-26.69,48.90,-22.21,54.43,101.79,187.52,156.26,103.81,17.12
2953,50.39,10.05,-40.34,-30.19,45.39,-15.15,60.49,104.82,195.59,163.33,112.89,26.20
2954,50.39,7.02,-43.37,-28.70,46.88,-18.17,56.45,99.82,194.58,164.34,114.91,29.23
2955,52.41,6.01,-46.40,-29.19,49.43,-20.19,54.43,97.80,191.56,161.31,109.87,27.21
2956,44.33,11.06,-33.27,-27.69,38.80,-11.11,57.46,103.81,199.63,169.34,114.91,34.23
2957,51.40,24.18,-27.21,-37.79,39.33,-1.49,53.42,97.80,199.63,170.35,115.92,36.25
2958,56.45,29.23,-27.21,-42.84,41.83,1.01,55.44,95.78,201.65,173.38,119.96,40.29
2959,50.39,26.20,-24.18,-38.27,37.31,1.01,56.45,94.77,202.61,174.39,119.96,38.27
2960,49.38,34.23,-15.15,-41.78,32.26,9.57,57.46,95.78,205.64,179.44,125.01,42.31
2961,55.44,41.30,-14.14,-48.37,34.81,13.61,54.43,96.79,211.70,186.51,132.08,52.41
2962,59.48,43.32,-16.16,-51.40,37.84,13.61,49.38,93.76,208.67,182.47,126.02,43.32
2963,58.47,49.38,-9.09,-53.90,33.80,20.15,45.34,92.75,209.68,184.49,130.06,44.33
2964,64.52,58.47,-6.06,-61.50,35.29,26.20,49.38,94.77,213.72,190.55,137.08,50.39
2965,62.51,54.43,-8.08,-58.47,35.29,23.18,49.38,97.80,213.72,187.52,135.06,46.35
2966,58.47,48.37,-10.10,-53.42,34.28,19.14,49.38,100.83,217.76,192.56,138.09,52.41
2967,69.53,59.48,-10.05,-64.48,39.81,24.71,56.45,105.83,226.85,200.64,146.17,59.48
2968,88.71,71.54,-17.16,-80.10,52.94,27.21,52.41,101.79,223.82,195.59,142.13,54.43
2969,68.52,45.34,-23.18,-56.93,45.87,11.11,47.36,99.82,219.78,189.54,138.09,49.38
2970,60.49,44.33,-16.16,-52.41,38.32,14.09,41.30,95.78,218.77,192.56,141.12,54.43
2971,77.60,57.46,-20.15,-67.51,48.90,18.66,42.31,93.76,219.78,191.56,136.07,49.38
2972,77.60,54.43,-23.18,-66.02,50.39,15.63,45.34,100.83,223.82,193.57,137.08,51.40
2973,77.60,55.44,-22.17,-66.50,49.91,16.64,32.26,94.77,219.78,195.59,142.13,58.47
2974,71.54,49.38,-22.17,-60.44,46.88,13.61,25.19,87.70,219.78,194.58,142.13,55.44
2975,73.56,57.46,-16.11,-65.49,44.86,20.67,25.19,88.71,226.85,200.64,148.19,59.48
2976,77.60,61.50,-16.11,-69.53,46.88,22.69,23.18,86.69,227.86,202.61,148.19,61.50
2977,72.55,67.51,-5.05,-70.01,38.80,31.25,18.13,83.66,229.88,204.63,151.22,64.52
2978,75.58,73.56,-2.02,-74.57,38.80,35.77,13.08,79.62,230.89,210.69,159.29,72.55
2979,84.67,86.69,2.02,-85.68,41.35,44.38,3.99,74.57,229.88,211.70,162.32,78.61
2980,85.68,104.82,19.14,-95.25,33.27,61.98,-7.02,61.50,228.87,212.71,167.37,82.65
2981,83.66,105.83,22.17,-94.72,30.77,64.00,-17.12,52.41,222.81,208.67,167.37,83.66
2982,91.74,112.89,21.16,-102.32,35.29,67.03,-27.21,43.32,217.76,205.64,165.35,84.67
2983,93.76,110.87,17.12,-102.32,38.32,64.00,-32.26,35.24,212.71,202.61,162.32,82.65
2984,85.68,108.86,23.18,-97.27,31.25,66.02,-40.29,30.24,208.67,203.62,166.36,90.73
2985,94.77,122.99,28.22,-108.86,33.27,75.63,-49.38,23.18,203.62,200.64,166.36,91.74
2986,96.79,114.91,18.13,-105.83,39.33,66.54,-55.44,18.13,194.58,190.55,160.30,88.71
2987,100.83,117.94,17.12,-109.38,41.88,67.55,-60.49,13.08,191.56,187.52,162.32,90.73
2988,117.94,143.14,25.19,-130.54,46.40,84.19,-66.54,7.02,190.55,187.52,161.31,91.74
2989,131.07,148.19,17.12,-139.63,56.98,82.65,-61.50,13.08,192.56,187.52,161.31,87.70
2990,133.09,134.10,1.01,-133.57,66.06,67.55,-58.47,16.11,187.52,180.45,159.29,85.68
2991,138.09,133.09,-5.00,-135.59,71.54,64.04,-52.41,21.16,186.51,179.44,161.31,91.74
2992,147.18,121.98,-25.19,-134.58,86.21,48.42,-46.35,30.24,187.52,175.40,155.25,82.65
2993,146.17,102.80,-43.37,-124.48,94.77,29.71,-47.36,33.27,182.47,167.37,148.19,78.61
2994,147.18,104.82,-42.36,-125.97,94.77,31.25,-44.33,34.23,181.46,167.37,149.20,85.68
2995,155.25,103.81,-51.45,-129.53,103.37,26.20,-44.33,37.26,179.44,165.35,146.17,83.66
2996,167.37,111.88,-55.49,-139.63,111.45,28.22,-39.28,41.30,179.44,164.34,146.17,83.66
2997,171.36,110.87,-60.49,-141.12,115.92,25.19,-39.28,44.33,181.46,162.32,145.16,83.66
2998,176.41,100.83,-75.58,-138.62,126.02,12.65,-33.27,51.40,187.52,166.36,149.20,93.76
2999,175.40,97.80,-77.60,-136.60,126.50,10.10,-23.18,59.48,194.58,171.36,156.26,103.81
3000,176.41,83.66,-92.75,-130.01,134.58,-4.52,-21.16,65.53,198.62,170.35,153.23,95.78
3001,169.34,63.52,-105.83,-116.40,137.61,-21.16,-15.10,67.51,191.56,165.35,147.18,86.69
3002,158.28,61.50,-96.79,-109.87,127.56,-17.65,-12.07,67.51,191.56,158.28,144.15,88.71
3003,162.32,68.52,-93.81,-115.39,128.09,-12.65,-2.98,76.59,200.64,165.35,153.23,104.82
3004,153.23,59.48,-93.76,-106.36,123.52,-17.12,0.96,78.61,199.63,165.35,151.22,93.76
3005,147.18,53.42,-93.76,-100.30,120.49,-20.15,-6.01,75.58,192.56,156.26,136.07,73.56
3006,142.13,49.38,-92.75,-95.73,117.46,-21.68,2.98,78.61,194.58,159.29,137.08,80.63
3007,130.06,42.31,-87.75,-86.16,108.90,-22.69,3.99,74.57,188.53,155.25,137.08,79.62
3008,132.08,47.36,-84.72,-89.72,108.42,-18.66,-6.01,61.50,174.39,144.15,127.03,71.54
3009,145.16,61.50,-83.66,-103.33,114.43,-11.06,-7.02,56.45,172.37,143.14,126.02,74.57
3010,143.14,57.46,-85.68,-100.30,114.43,-14.09,-10.05,55.44,168.33,139.10,125.01,73.56
3011,143.14,60.49,-82.65,-101.79,112.89,-11.06,-5.00,58.47,170.35,140.11,126.02,75.58
3012,140.11,64.52,-75.58,-102.32,107.85,-5.53,0.96,59.48,171.36,141.12,126.02,70.53
3013,115.92,41.30,-74.62,-78.61,95.30,-16.64,0.00,55.44,167.37,135.06,120.97,62.51
3014,105.83,28.22,-77.60,-67.03,91.74,-24.67,1.97,56.45,164.34,132.08,116.93,60.49
3015,90.73,19.14,-71.59,-54.91,81.16,-26.20,8.03,60.49,169.34,134.10,114.91,55.44
3016,78.61,9.04,-69.57,-43.80,74.09,-30.24,13.08,65.53,172.37,136.07,112.89,54.43
3017,78.61,9.04,-69.57,-43.80,74.09,-30.24,25.19,74.57,175.40,137.08,109.87,47.36
3018,60.49,2.98,-57.50,-31.73,59.00,-27.26,34.23,78.61,184.49,145.16,117.94,58.47
3019,46.35,-3.99,-50.34,-21.16,48.32,-27.17,37.26,80.63,186.51,146.17,117.94,60.49
3020,40.29,-13.08,-53.37,-13.61,46.83,-33.22,46.35,86.69,182.47,142.13,107.85,36.25
3021,36.25,-18.13,-54.38,-9.04,45.29,-36.25,48.37,86.69,181.46,139.10,103.81,29.23
3022,29.23,-25.19,-54.43,-2.02,41.83,-39.81,50.39,89.72,181.46,137.08,100.83,32.26
3023,28.22,-30.24,-58.47,1.01,43.32,-44.33,54.43,90.73,178.43,135.06,97.80,24.18
3024,28.22,-30.24,-58.47,1.01,43.32,-44.33,62.51,94.77,179.44,136.07,97.80,24.18
3025,25.19,-33.27,-58.47,4.04,41.83,-45.87,67.51,97.80,178.43,134.10,95.78,27.21
3026,24.18,-49.38,-73.56,12.60,48.85,-61.45,66.54,97.80,173.38,128.04,87.70,7.02
3027,21.16,-63.52,-84.67,21.16,52.89,-74.09,72.55,107.85,173.38,124.00,80.63,0.96
3028,22.17,-58.47,-80.63,18.13,51.40,-69.53,73.56,106.84,166.36,116.93,73.56,-0.96
3029,20.15,-62.51,-82.65,21.16,51.40,-72.55,72.55,101.79,161.31,111.88,68.52,-7.02
3030,16.11,-65.53,-81.64,24.71,48.85,-73.56,73.56,104.82,159.29,111.88,66.54,-8.03
3031,12.07,-65.53,-77.60,26.73,44.81,-71.54,73.56,103.81,159.29,112.89,67.51,-10.05
3032,14.09,-72.55,-86.64,29.23,50.34,-79.57,71.54,102.80,157.27,106.84,62.51,-11.06
3033,9.04,-78.61,-87.65,34.76,48.32,-83.13,68.52,96.79,153.23,102.80,57.46,-14.09
3034,16.11,-73.56,-89.67,28.70,52.89,-81.59,69.53,99.82,154.24,101.79,55.44,-13.08
3035,25.19,-77.60,-102.80,26.20,64.00,-90.20,64.52,96.79,146.17,96.79,49.38,-16.11
3036,8.03,-91.74,-99.77,41.83,53.90,-95.73,59.48,87.70,139.10,92.75,45.34,-20.15
3037,12.07,-75.58,-87.65,31.73,49.86,-81.59,70.53,100.83,148.19,98.81,52.41,-22.17
3038,12.07,-72.55,-84.62,30.24,48.32,-78.56,76.59,104.82,154.24,103.81,56.45,-18.13
3039,8.03,-85.68,-93.71,38.80,50.87,-89.67,69.53,97.80,148.19,96.79,48.37,-13.08
3040,7.02,-87.70,-94.72,40.34,50.87,-91.21,71.54,99.82,146.17,95.78,46.35,-13.08
3041,0.00,-88.71,-88.71,44.33,44.33,-88.71,72.55,98.81,142.13,91.74,43.32,-20.15
3042,5.00,-80.63,-85.63,37.79,45.29,-83.13,69.53,94.77,142.13,91.74,43.32,-19.14
3043,0.96,-81.64,-82.60,40.34,41.78,-82.12,69.53,92.75,143.14,91.74,44.33,-16.11
3044,3.99,-87.70,-91.69,41.83,47.84,-89.67,66.54,91.74,139.10,89.72,43.32,-19.14
3045,14.09,-72.55,-86.64,29.23,50.34,-79.57,74.57,98.81,145.16,94.77,46.35,-14.09
3046,15.10,-75.58,-90.68,30.24,52.89,-83.13,76.59,102.80,146.17,94.77,44.33,-22.17
3047,1.97,-85.68,-87.65,41.83,44.81,-86.64,70.53,94.77,141.12,95.78,49.38,-9.04
3048,3.99,-75.58,-79.57,35.77,41.78,-77.55,77.60,95.78,145.16,97.80,52.41,-5.00
3049,3.99,-83.66,-87.65,39.81,45.82,-85.63,72.55,95.78,144.15,92.75,45.34,-19.14
3050,8.03,-81.64,-89.67,36.78,48.85,-85.63,59.48,90.73,139.10,89.72,44.33,-18.13
3051,20.15,-77.60,-97.75,28.70,58.95,-87.65,63.52,94.77,140.11,91.74,44.33,-26.20
3052,11.06,-77.60,-88.66,33.27,49.86,-83.13,68.52,97.80,143.14,92.75,46.35,-25.19
3053,14.09,-74.57,-88.66,30.24,51.35,-81.59,71.54,98.81,143.14,96.79,51.40,-20.15
3054,15.10,-77.60,-92.70,31.25,53.90,-85.15,71.54,97.80,142.13,97.80,51.40,-20.15
3055,12.07,-78.61,-90.68,33.27,51.35,-84.62,70.53,96.79,144.15,98.81,52.41,-17.12
3056,12.07,-79.62,-91.69,33.75,51.88,-85.63,70.53,95.78,144.15,98.81,53.42,-10.05
3057,13.08,-78.61,-91.69,32.74,52.36,-85.15,69.53,94.77,141.12,95.78,47.36,-18.13
3058,6.01,-90.73,-96.74,42.36,51.35,-93.71,70.53,95.78,139.10,95.78,44.33,-28.22
3059,-0.96,-92.75,-91.79,46.83,45.39,-92.27,70.53,93.76,140.11,96.79,46.35,-24.18
3060,8.03,-81.64,-89.67,36.78,48.85,-85.63,72.55,96.79,141.12,97.80,47.36,-24.18
3061,14.09,-76.59,-90.68,31.25,52.36,-83.61,71.54,96.79,142.13,96.79,50.39,-19.14
3062,20.15,-68.52,-88.66,24.18,54.38,-78.56,70.53,93.76,143.14,99.82,50.39,-18.13
3063,33.27,-60.49,-93.76,13.61,63.52,-77.12,71.54,98.81,144.15,99.82,50.39,-21.16
3064,41.30,-54.43,-95.73,6.54,68.52,-75.05,73.56,100.83,146.17,101.79,54.43,-18.13
3065,25.19,-55.44,-80.63,15.10,52.89,-68.03,77.60,100.83,146.17,102.80,54.43,-21.16
